CID,SMILES,CT_TOX,FDA_APPROVED,smiles
c106,CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)=C4CC(=O)C=CC4(C)C3C(O)CC21C,0,1,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)F
c107,CC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,1,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C
c108,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C,0,1,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O
c109,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,0,1,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
c110,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,0,1,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O
c111,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,1,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F
c112,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,1,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
c113,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,1,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6
c114,CC(=O)OCC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,0,1,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
c115,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0,1,CC(=O)OCC(CCn1cnc2c1nc(nc2)N)COC(=O)C
c116,CC(=O)OCC[N+](C)(C)C,0,1,CC(=O)OCC[N+](C)(C)C
c117,CC(=O)Oc1c(C)cc(OCC(O)C[NH2+]C(C)C)c(C)c1C,0,1,Cc1cc(c(c(c1OC(=O)C)C)C)OCC(C[NH2+]C(C)C)O
c118,CC(=O)Oc1cc2c(s1)CC[NH+](C(C(=O)C1CC1)c1ccccc1F)C2,0,1,CC(=O)Oc1cc2c(s1)CC[NH+](C2)C(c3ccccc3F)C(=O)C4CC4
c119,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0,1,CC(=O)Oc1ccc(cc1)C(c2ccc(cc2)OC(=O)C)c3ccccn3
c120,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0,1,CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-]
c121,CC(=O)Oc1ccccc1C(=O)O,1,0,CC(=O)OC1=CC=CC=C1C(=O)O
c122,CC(=O)Oc1ccccc1C(=O)[O-],0,1,CC(=O)Oc1ccccc1C(=O)[O-]
c123,CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,0,1,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
c124,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,0,1,CC(=O)[N-]S(=O)(=O)c1ccc(cc1)N
c125,CC(=O)c1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1,0,1,CC(=O)c1ccc(cc1)S(=O)(=O)[N-]C(=O)NC2CCCCC2
c126,CC(=O)c1ccc2c(c1)N(CCCN1CC[NH+](CCO)CC1)c1ccccc1S2,0,1,CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCCN4CC[NH+](CC4)CCO
c127,CC(=O)c1ccc2c(c1)N(CCC[NH+]1CCC(CCO)CC1)c1ccccc1S2,0,1,CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCC[NH+]4CCC(CC4)CCO
c128,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1,0,1,CC(c1ccc(c(c1)F)c2ccccc2)C(=O)[O-]
c129,CC(C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1,0,1,CC(c1ccc(cc1)C(=O)c2cccs2)C(=O)[O-]
c130,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,0,1,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)[O-]
c131,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1,0,1,CC(c1cccc(c1)Oc2ccccc2)C(=O)[O-]
c132,CC(C)(C(=O)[O-])c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0,1,CC(C)(c1ccc(cc1)C(CCC[NH+]2CCC(CC2)C(c3ccccc3)(c4ccccc4)O)O)C(=O)[O-]
c133,CC(C)(C(=O)c1cccnc1)c1cccnc1,0,1,CC(C)(c1cccnc1)C(=O)c2cccnc2
c134,CC(C)(C)C(=O)OCC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,0,1,CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C
c135,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,1,1,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C
c136,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,0,1,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@]34C)O
c137,CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,1,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)COC(=O)CC(C)(C)C)CCC5=CC(=O)C=C[C@@]53C)F)O
c138,CC(C)(C)CC(C)(C)c1ccc(O)cc1,0,1,CC(C)(C)CC(C)(C)c1ccc(cc1)O
c139,CC(C)(C)NC(=O)C1CC2CCCCC2C[NH+]1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,0,1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O
c140,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,0,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
c141,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CC[NH+]1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,0,1,CC(C)(C)NC(=O)[C@@H]1CN(CC[NH+]1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5
c142,CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,0,1,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C
c143,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CC(O)C(O)C2,0,1,CC(C)(C)[NH2+]CC(COc1cccc2c1C[C@@H]([C@@H](C2)O)O)O
c144,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCC(=O)N2,0,1,CC(C)(C)[NH2+]CC(COc1cccc2c1CCC(=O)N2)O
c145,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCCC2=O,0,1,CC(C)(C)[NH2+]C[C@@H](COc1cccc2c1CCCC2=O)O
c146,CC(C)(C)[NH2+]CC(O)COc1ccccc1C1CCCC1,0,1,CC(C)(C)[NH2+]C[C@@H](COc1ccccc1C2CCCC2)O
c147,CC(C)(C)[NH2+]CC(O)COc1nsnc1N1CCOCC1,0,1,CC(C)(C)[NH2+]C[C@@H](COc1c(nsn1)N2CCOCC2)O
c148,CC(C)(C)[NH2+]CC(O)c1cc(O)cc(O)c1,0,1,CC(C)(C)[NH2+]CC(c1cc(cc(c1)O)O)O
c149,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CO)n1,0,1,CC(C)(C)[NH2+]CC(c1ccc(c(n1)CO)O)O
c150,CC(C)(C)c1ccc(C[NH+]2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0,1,CC(C)(C)c1ccc(cc1)C[NH+]2CCN(CC2)C(c3ccccc3)c4ccc(cc4)Cl
c151,CC(C)(CO)C(O)C(=O)NCCC(=O)[O-],0,1,CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O
c152,CC(C)(CO)C(O)C(=O)NCCCO,0,1,CC(C)(CO)[C@H](C(=O)NCCCO)O
c153,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)[O-])CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,0,1,CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)[O-])O
c154,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)[O-],0,1,CC(C)(C(=O)[O-])O/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-]
c155,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)NCCS(=O)(=O)[O-],0,1,CC(C)(C(=O)NCCS(=O)(=O)[O-])Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl
c156,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-],0,1,CC(C)(C(=O)[O-])Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl
c157,CC(C)(S)C([NH3+])C(=O)[O-],0,1,CC(C)([C@H](C(=O)[O-])[NH3+])S
c158,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,1,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)SC(C)(C)Sc2cc(c(c(c2)C(C)(C)C)O)C(C)(C)C
c159,CC(C)([NH3+])Cc1ccc(Cl)cc1,0,1,CC(C)(Cc1ccc(cc1)Cl)[NH3+]
c160,CC(C)([NH3+])Cc1ccccc1,0,1,CC(C)(Cc1ccccc1)[NH3+]
c161,CC(C)=CC[NH+]1CCC2(C)c3cc(O)ccc3CC1C2C,0,1,C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C(C)C)C)O
c162,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CCC(O)CC(O)CC(=O)[O-],0,1,CC(C)c1c(c(nc(n1)N(C)S(=O)(=O)C)c2ccc(cc2)F)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O
c163,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0,1,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
c164,CC(C)C(=O)Oc1ccc(CO)cc1C(CC[NH+](C(C)C)C(C)C)c1ccccc1,0,1,CC(C)C(=O)Oc1ccc(cc1[C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)CO
c165,CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1Cc2ccc(O)cc2CN1,1,0,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](C(C)C)NC(=O)[C@H]3CC4=C(CN3)C=C(C=C4)O
c166,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,1,0,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N
c167,CC(C)C([NH3+])C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,0,1,CC(C)[C@@H](C(=O)OCC(CO)OCn1cnc2c1[nH]c(nc2=O)N)[NH3+]
c168,CC(C)C([NH3+])C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,0,1,CC(C)[C@@H](C(=O)OCCOCn1cnc2c1nc([nH]c2=O)N)[NH3+]
c169,CC(C)C1(C(=O)NC2CC(=O)OC2(O)CF)CC(c2nccc3ccccc23)=NO1,1,0,CC(C)[C@]1(CC(=NO1)C2=NC=CC3=CC=CC=C32)C(=O)N[C@H]4CC(=O)O[C@@]4(CF)O
c170,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)[O-])CC1,0,1,CC([C@H]1CC[C@@H](CC1)C(=O)N[C@@H](C(=O)[O-])Cc2ccccc2)C
c171,CC(C)C1NC(=O)C(CCCC[NH3+])NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C([NH3+])Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,0,1,C[C@H]([C@@H](C(=O)N)NC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CCCC[NH3+])Cc2c[nH]c3c2cccc3)Cc4ccc(cc4)O)NC(=O)[C@@H](Cc5ccc6ccccc6c5)[NH3+])O
c172,CC(C)CC(C[NH3+])CC(=O)[O-],0,1,CC(C)C[C@@H](CC(=O)[O-])C[NH3+]
c173,CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,0,1,C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc5c[nH]c6c5cccc6)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc7c[nH]c8c7cccc8)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O
c174,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,1,0,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4
c175,CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O,1,0,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6
c176,CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O,0,1,CC(C)CC(C(=O)NC(CCC[NH+]=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(Cc2ccc(cc2)O)NC(=O)C(CO)NC(=O)C(Cc3c[nH]c4c3cccc4)NC(=O)C(Cc5cnc[nH]5)NC(=O)C6CCC(=O)N6
c177,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,0,1,CC(C)C[C@@H](C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4ccc(cc4)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc5c[nH]c6c5cccc6)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H]8CCC(=O)N8
c178,CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1CCCC1C(=O)NCC(N)=O,0,1,CC(C)CC(C(=O)NC(CCCNC(=[NH2+])N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(Cc4ccc(cc4)O)NC(=O)C(CO)NC(=O)C(Cc5c[nH]c6c5cccc6)NC(=O)C(Cc7c[nH]cn7)NC(=O)C8CCC(=O)N8
c179,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1CCCC1C(=O)NCC(N)=O,0,1,CC(C)C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6
c180,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,1,0,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O
c181,CC(C)CC([NH+](C)C)C1(c2ccc(Cl)cc2)CCC1,0,1,CC(C)CC(C1(CCC1)c2ccc(cc2)Cl)[NH+](C)C
c182,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3=CC4c5cccc6[nH]c(Br)c(c56)CC4[NH+](C)C3)(C(C)C)C(=O)N12,0,1,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4C[NH+]([C@@H]5Cc6c7c(cccc7[nH]c6Br)C5=C4)C)O
c183,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,0,1,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)c3ccc(cc3)N
c184,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,0,1,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N
c185,CC(C)CN(CC(OP(=O)([O-])[O-])C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,0,1,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)OP(=O)([O-])[O-])S(=O)(=O)c3ccc(cc3)N
c186,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,1,0,CC(C)CNCC1=CC=C(C=C1)C2=CC=CC=C2S(=O)(=O)N3CCCC3
c187,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)[NH+]1CCCC1,0,1,CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)[NH+]3CCCC3
c188,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,0,1,CC(C)Cc1ccc(cc1)C(C)C(=O)[O-]
c189,CC(C)Cn1cnc2c(N)nc3ccccc3c21,0,1,CC(C)Cn1cnc2c1c3ccccc3nc2N
c190,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0,1,CC(C)/N=c/1\cc-2n(c3ccccc3nc2cc1Nc4ccc(cc4)Cl)c5ccc(cc5)Cl
c191,CC(C)NCC(O)COc1cccc2ccccc12,1,0,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
c192,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0,1,CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3cc4cc(ccc4[nH]3)NS(=O)(=O)C
c193,CC(C)O,0,1,CC(C)O
c194,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0,1,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl
c195,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,0,1,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COc2cccc(c2)C(F)(F)F)O)O)O
c196,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,0,1,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCc2ccccc2)O)O)O
c197,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,0,1,C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
c198,CC(C)OP(=O)(F)OC(C)C,0,1,CC(C)OP(=O)(OC(C)C)F
c199,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,0,1,CC(C)[N+](C)(CCC(c1ccccc1)(c2ccccc2)C(=O)N)C(C)C
c200,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0,1,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3c1cccc3)C(C)C
c201,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0,1,CC(C)[N+]1([C@@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)c3ccccc3)C
c202,CC(C)[NH+](CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0,1,CC(C)[NH+](CCC(c1ccccc1)(c2ccccn2)C(=O)N)C(C)C
c203,CC(C)[NH+]1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0,1,CC(C)[NH+]1CCN(CC1)c2ccc(cc2)OC[C@H]3CO[C@](O3)(Cn4cncn4)c5ccc(cc5Cl)Cl
c204,CC(C)[NH+]=C(N)[NH+]=C(N)Nc1ccc(Cl)cc1,0,1,CC(C)/[NH+]=C(\N)/[NH+]=C(\N)/Nc1ccc(cc1)Cl
c205,CC(C)[NH2+]C(C)Cc1ccc([123I])cc1,0,1,CC(C)[NH2+]C(C)Cc1ccc(cc1)[123I]
c206,CC(C)[NH2+]CC(O)COc1ccc(CC(N)=O)cc1,0,1,CC(C)[NH2+]CC(COc1ccc(cc1)CC(=O)N)O
c207,CC(C)[NH2+]CC(O)COc1ccc(COCCOC(C)C)cc1,0,1,CC(C)[NH2+]CC(COc1ccc(cc1)COCCOC(C)C)O
c208,CC(C)[NH2+]CC(O)COc1cccc2[nH]ccc12,0,1,CC(C)[NH2+]CC(COc1cccc2c1cc[nH]2)O
c209,CC(C)[NH2+]CC(O)COc1cccc2ccccc12,0,1,CC(C)[NH2+]CC(COc1cccc2c1cccc2)O
c210,CC(C)[NH2+]CC(O)c1cc(O)cc(O)c1,0,1,CC(C)[NH2+]CC(c1cc(cc(c1)O)O)O
c211,CC(C)[NH2+]CC(O)c1ccc(NS(C)(=O)=O)cc1,0,1,CC(C)[NH2+]CC(c1ccc(cc1)NS(=O)(=O)C)O
c212,CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1,0,1,CC(C)[NH2+]CC(c1ccc(c(c1)O)O)O
c213,CC(C)[NH2+]CC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0,1,CC(C)[NH2+]CC1CCc2cc(c(cc2N1)[N+](=O)[O-])CO
c214,CC(C)[NH2+]CCCC1(C(N)=O)c2ccccc2-c2ccccc21,0,1,CC(C)[NH2+]CCCC1(c2ccccc2-c3c1cccc3)C(=O)N
c215,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-],0,1,CC(C)c1c(c(c(n1CC[C@H](C[C@H](CC(=O)[O-])O)O)c2ccc(cc2)F)c3ccccc3)C(=O)Nc4ccccc4
c216,CC(C)c1ccc2oc3nc(N)c(C(=O)[O-])cc3c(=O)c2c1,0,1,CC(C)c1ccc2c(c1)c(=O)c3cc(c(nc3o2)N)C(=O)[O-]
